code_period	code_present_place	date_receipt	fid	s40	year	quarter
22	214	2019-07-24	17834	262928	2019	2
22	214	2019-07-16	29228	3593104	2019	2
22	214	2019-07-22	30241	379561	2019	2
22	214	2019-07-16	31684	0	2019	2
22	214	2019-08-28	37611	18504	2019	2
22	214	2020-02-20	41818	0	2019	2
22	214	2019-07-24	43435	79526	2019	2
22	214	2019-07-09	47560	0	2019	2
22	214	2020-02-24	49023	3471831	2019	2
22	214	2019-07-13	66487	0	2019	2
22	214	2019-07-19	69900	290373	2019	2
22	214	2019-07-25	70816	788564	2019	2
22	214	2019-07-17	73343	48000	2019	2
22	214	2019-07-03	91486	10691	2019	2
22	214	2019-07-25	95441	117864	2019	2
22	231	2019-12-11	102396	0	2019	2
22	214	2019-07-24	109368	660430	2019	2
22	214	2019-07-19	111619	0	2019	2
22	231	2019-08-29	112643	0	2019	2
22	214	2020-07-22	117954	39412	2019	2
22	214	2019-07-11	123961	0	2019	2
22	214	2019-07-24	124368	36576	2019	2
22	214	2019-08-07	140154	692751	2019	2
22	214	2019-07-25	153661	0	2019	2
22	231	2019-11-18	164665	0	2019	2
22	214	2019-07-24	181667	0	2019	2
22	214	2019-06-23	184653	0	2019	2
22	214	2019-07-09	188983	0	2019	2
22	214	2019-07-18	192544	4932	2019	2
22	214	2019-07-15	195850	0	2019	2
22	214	2019-07-25	199894	256	2019	2
22	214	2019-10-25	4130	10566271	2019	2
22	214	2019-07-25	4360	0	2019	2
22	214	2019-07-31	18595	4148	2019	2
22	214	2019-07-07	36087	0	2019	2
22	214	2019-07-05	53127	0	2019	2
22	214	2019-08-23	73975	69202	2019	2
22	214	2019-07-04	75479	0	2019	2
22	214	2019-07-08	88470	0	2019	2
22	214	2019-07-02	88773	0	2019	2
22	214	2019-07-19	98718	0	2019	2
22	214	2019-07-08	113777	0	2019	2
22	214	2019-08-22	116692	130371	2019	2
22	214	2019-07-25	126064	0	2019	2
22	214	2019-07-15	137036	0	2019	2
22	214	2019-12-12	144557	552801	2019	2
22	214	2019-07-25	160882	694684	2019	2
22	214	2019-07-23	162398	0	2019	2
22	214	2019-10-25	169811	402424	2019	2
22	214	2019-07-04	178182	0	2019	2
22	214	2019-08-12	178307	19230	2019	2
22	214	2020-07-15	183670	5713	2019	2
22	214	2019-07-23	185639	0	2019	2
22	214	2019-07-17	193990	0	2019	2
22	214	2019-12-05	196705	510707	2019	2
22	214	2019-07-23	3373	723208	2019	2
22	214	2019-07-25	4368	102525	2019	2
22	214	2019-07-24	25227	31873	2019	2
22	214	2019-07-25	30715	0	2019	2
22	214	2019-07-01	39116	0	2019	2
22	214	2019-07-25	50883	0	2019	2
22	214	2019-07-18	56521	0	2019	2
22	214	2020-01-30	78485	122650	2019	2
22	214	2019-07-20	103348	15423	2019	2
22	214	2019-07-14	104652	0	2019	2
22	214	2019-10-10	112642	154605	2019	2
22	214	2019-07-03	113039	0	2019	2
22	214	2019-07-23	115177	330606	2019	2
22	214	2019-07-21	117422	0	2019	2
22	214	2019-07-25	120423	324593	2019	2
22	214	2019-07-08	135895	91003	2019	2
22	214	2019-07-01	138911	0	2019	2
22	214	2019-07-16	142282	0	2019	2
22	214	2019-07-25	151686	81060	2019	2
22	214	2019-07-09	153562	0	2019	2
22	214	2019-07-23	153897	4176	2019	2
22	214	2019-07-24	156553	0	2019	2
22	214	2019-07-24	162872	0	2019	2
22	214	2019-07-09	163873	0	2019	2
22	214	2019-07-25	184833	530073	2019	2
22	214	2019-07-06	199623	5665	2019	2
22	214	2019-07-24	199724	0	2019	2
22	214	2019-07-18	15301	0	2019	2
22	214	2019-07-24	16204	0	2019	2
22	214	2020-06-22	23101	107409	2019	2
22	214	2019-07-24	27908	0	2019	2
22	214	2019-07-01	48763	0	2019	2
22	214	2019-08-02	49602	1241209	2019	2
22	214	2019-07-24	50183	0	2019	2
22	214	2019-07-13	50259	0	2019	2
22	214	2019-12-16	56421	3441389	2019	2
22	214	2019-07-15	65638	0	2019	2
22	214	2019-07-01	78546	0	2019	2
22	214	2019-07-08	80735	0	2019	2
22	214	2019-07-22	85672	100225	2019	2
22	214	2019-07-04	98755	0	2019	2
22	214	2019-07-12	98981	0	2019	2
22	214	2019-07-19	113281	316094	2019	2
22	214	2019-07-03	127213	0	2019	2
22	214	2019-07-18	134090	495102	2019	2
22	214	2019-07-23	134532	14124	2019	2
22	214	2019-08-21	135472	740	2019	2
22	214	2019-07-26	137196	0	2019	2
22	214	2019-06-19	148541	0	2019	2
22	214	2019-07-04	155711	0	2019	2
22	214	2019-07-23	161278	0	2019	2
22	214	2019-07-04	162473	0	2019	2
22	214	2019-07-24	164927	0	2019	2
22	214	2020-11-27	181617	0	2019	2
22	214	2019-07-22	186562	0	2019	2
22	231	2019-10-30	188551	0	2019	2
22	214	2019-07-03	6408	0	2019	2
22	214	2019-07-22	33635	404703	2019	2
22	214	2019-07-25	34559	100792	2019	2
22	214	2019-07-24	36518	0	2019	2
22	214	2019-07-12	43641	15789	2019	2
22	214	2019-07-16	49711	0	2019	2
22	214	2019-07-24	50283	8065	2019	2
22	214	2019-07-25	52548	0	2019	2
22	214	2020-08-05	65068	5213393	2019	2
22	231	2019-07-04	66089	0	2019	2
22	214	2019-07-13	71711	7912	2019	2
22	214	2019-07-25	89348	28137	2019	2
22	214	2019-07-25	89456	62140	2019	2
22	214	2019-07-21	117331	0	2019	2
22	214	2019-08-15	120559	549833	2019	2
22	214	2019-08-28	129053	8568419	2019	2
22	214	2019-12-03	129328	1743331	2019	2
22	214	2019-08-14	136303	393955	2019	2
22	214	2019-07-24	136896	0	2019	2
22	214	2019-07-23	138105	0	2019	2
22	214	2019-07-22	138618	0	2019	2
22	214	2019-07-18	138715	0	2019	2
22	214	2019-08-06	140429	25859	2019	2
22	214	2019-07-25	140831	39956	2019	2
22	214	2019-07-01	144553	0	2019	2
22	214	2019-07-22	166565	47249	2019	2
22	214	2019-07-25	170816	323267	2019	2
22	214	2019-07-19	181686	0	2019	2
22	214	2019-07-22	183294	0	2019	2
22	214	2019-07-24	195892	2922686	2019	2
22	214	2019-10-04	2180	0	2019	2
22	214	2019-07-24	13071	37752	2019	2
22	214	2019-07-03	15461	0	2019	2
22	214	2019-07-24	16332	0	2019	2
22	214	2019-07-26	25461	10876	2019	2
22	231	2019-07-10	27565	0	2019	2
22	214	2019-07-25	43530	55521	2019	2
22	214	2019-07-05	46853	0	2019	2
22	214	2019-07-25	48214	523523	2019	2
22	214	2019-07-23	52224	0	2019	2
22	214	2019-07-12	57306	0	2019	2
22	214	2019-07-25	60220	2032699	2019	2
22	214	2019-07-22	62079	0	2019	2
22	214	2019-07-24	70213	28487	2019	2
22	214	2019-07-25	70621	0	2019	2
22	214	2019-07-24	71101	230610	2019	2
22	214	2019-07-05	73973	0	2019	2
22	214	2019-07-09	77289	0	2019	2
22	214	2019-07-09	78218	0	2019	2
22	214	2019-07-11	80054	1746350	2019	2
22	214	2019-07-01	80113	0	2019	2
22	214	2019-07-25	83397	10539	2019	2
22	214	2019-07-24	86408	14408489	2019	2
22	214	2019-07-10	91055	0	2019	2
22	214	2019-07-24	91652	0	2019	2
22	214	2019-07-25	103509	0	2019	2
22	214	2019-11-11	109053	196572	2019	2
22	214	2019-07-19	109471	0	2019	2
22	214	2019-07-25	114291	48537	2019	2
22	214	2019-08-19	125292	200435	2019	2
22	214	2019-07-22	125409	0	2019	2
22	214	2020-03-25	125896	50000	2019	2
22	214	2019-07-17	131461	22	2019	2
22	214	2019-07-04	135299	0	2019	2
22	214	2019-07-04	136590	0	2019	2
22	214	2019-07-23	141731	0	2019	2
22	214	2019-07-24	147241	24173	2019	2
22	214	2019-07-15	155432	4697	2019	2
22	214	2019-07-23	161548	10599	2019	2
22	214	2019-07-20	162998	0	2019	2
22	214	2019-07-25	172443	3308133	2019	2
22	214	2019-10-18	173054	310226	2019	2
22	214	2019-07-16	173831	0	2019	2
22	214	2019-07-22	178893	0	2019	2
22	214	2019-07-15	195700	0	2019	2
22	214	2019-07-19	198906	1303	2019	2
22	214	2019-07-04	5419	0	2019	2
22	214	2019-09-13	9135	446081	2019	2
22	214	2019-07-19	13342	49704	2019	2
22	214	2019-07-24	22719	2870	2019	2
22	214	2019-07-24	26977	0	2019	2
22	214	2020-03-03	27422	2350690	2019	2
22	214	2019-07-17	33701	1558	2019	2
22	214	2019-07-24	47003	0	2019	2
22	214	2019-07-09	48341	0	2019	2
22	214	2019-07-24	57572	508738	2019	2
22	214	2019-07-20	69275	0	2019	2
22	214	2019-07-24	71224	1249311	2019	2
22	214	2019-07-25	74517	158211	2019	2
22	214	2020-09-30	78660	2119650	2019	2
22	214	2019-07-24	83382	60026	2019	2
22	214	2020-01-28	90253	4655	2019	2
22	214	2019-07-19	91300	0	2019	2
22	214	2019-07-16	95377	0	2019	2
22	214	2019-07-11	96493	0	2019	2
22	214	2019-07-25	108183	6400331	2019	2
22	214	2019-07-08	114883	0	2019	2
22	214	2019-07-09	114897	0	2019	2
22	214	2019-07-19	123977	379086	2019	2
22	214	2019-07-24	125277	75870	2019	2
22	214	2019-07-09	138814	0	2019	2
22	214	2019-07-25	139673	0	2019	2
22	214	2019-08-07	142134	0	2019	2
22	214	2019-07-16	142671	1037004	2019	2
22	214	2019-10-27	146484	142295	2019	2
22	214	2019-07-25	151893	10975179	2019	2
22	214	2019-09-27	153555	0	2019	2
22	214	2019-07-25	161794	0	2019	2
22	214	2019-07-16	164181	3120	2019	2
22	214	2019-07-09	169775	0	2019	2
22	214	2019-07-17	172803	0	2019	2
22	214	2019-07-24	175487	163943	2019	2
22	214	2019-07-09	179918	0	2019	2
22	214	2019-07-09	184191	86956	2019	2
22	214	2019-07-23	187816	637946	2019	2
22	214	2019-07-17	188860	0	2019	2
22	214	2019-07-24	10003	0	2019	2
22	214	2019-07-03	24450	0	2019	2
22	214	2019-07-01	36325	0	2019	2
22	214	2019-07-05	38497	0	2019	2
22	214	2019-07-25	39452	213351	2019	2
22	214	2019-08-29	53832	101635	2019	2
22	214	2019-07-10	54372	0	2019	2
22	214	2019-07-03	56247	0	2019	2
22	214	2019-07-25	59316	0	2019	2
22	214	2019-07-25	62285	0	2019	2
22	214	2019-07-15	66407	0	2019	2
22	214	2020-12-03	69689	190827	2019	2
22	214	2019-07-22	72725	62896	2019	2
22	214	2019-07-24	74523	597840	2019	2
22	214	2020-02-25	77360	3	2019	2
22	214	2020-02-21	85565	0	2019	2
22	214	2019-07-20	86923	0	2019	2
22	214	2019-07-25	88495	80262	2019	2
22	214	2019-07-22	97115	0	2019	2
22	214	2019-07-01	99334	0	2019	2
22	214	2019-10-30	103609	0	2019	2
22	231	2019-09-19	121036	0	2019	2
22	214	2019-09-04	123385	0	2019	2
22	214	2019-07-23	123480	0	2019	2
22	214	2019-10-18	124411	34093	2019	2
22	214	2019-09-12	128690	94542	2019	2
22	214	2019-07-25	137791	429415	2019	2
22	214	2020-06-10	138504	0	2019	2
22	214	2019-07-04	139467	0	2019	2
22	214	2019-07-31	140936	17034	2019	2
22	214	2019-07-23	146778	0	2019	2
22	214	2019-07-17	154237	0	2019	2
22	214	2019-08-05	160415	44055	2019	2
22	214	2019-07-23	161914	176150	2019	2
22	214	2019-07-16	164886	0	2019	2
22	214	2019-07-19	167933	549173	2019	2
22	214	2019-07-11	169214	0	2019	2
22	214	2019-07-05	169391	0	2019	2
22	214	2019-07-29	172798	41316	2019	2
22	214	2019-07-08	174392	0	2019	2
22	214	2019-07-11	178078	0	2019	2
22	214	2019-07-22	183971	87785	2019	2
22	214	2019-07-13	191852	0	2019	2
22	214	2019-09-25	199151	16440	2019	2
22	214	2019-07-22	16763	0	2019	2
22	214	2019-07-23	21933	275341	2019	2
22	214	2019-08-12	34570	157984	2019	2
22	214	2019-09-17	35490	5023270	2019	2
22	214	2019-07-23	45655	316	2019	2
22	214	2019-07-25	48799	0	2019	2
22	214	2019-07-24	56277	42855	2019	2
22	214	2019-07-23	65747	1026728	2019	2
22	214	2019-07-23	72883	4488754	2019	2
22	214	2019-07-20	79445	0	2019	2
22	214	2019-07-26	84003	55548	2019	2
22	214	2019-08-21	86143	0	2019	2
22	214	2019-07-24	101458	442085	2019	2
22	214	2019-07-18	105242	371023	2019	2
22	214	2019-08-17	107705	95540	2019	2
22	214	2019-07-19	112049	0	2019	2
22	214	2019-09-02	119269	21883	2019	2
22	214	2019-07-25	126170	206878	2019	2
22	214	2019-07-24	128490	0	2019	2
22	214	2019-07-19	130853	582427	2019	2
22	214	2019-07-25	134349	0	2019	2
22	214	2019-07-22	149604	3656417	2019	2
22	214	2019-07-10	150117	261530	2019	2
22	214	2019-07-13	161197	0	2019	2
22	214	2019-07-08	165673	0	2019	2
22	214	2019-07-24	172766	0	2019	2
22	214	2019-07-05	173717	0	2019	2
22	214	2019-07-25	176075	124271	2019	2
22	214	2019-07-17	185915	419654	2019	2
22	214	2019-07-24	186177	0	2019	2
22	214	2019-07-25	194435	0	2019	2
22	214	2020-04-30	195840	10756	2019	2
22	331	2019-08-06	199738	25000	2019	2
22	214	2019-07-22	11116	532994	2019	2
22	214	2019-07-16	31364	0	2019	2
22	214	2019-07-25	40952	0	2019	2
22	214	2019-08-23	58086	518852	2019	2
22	214	2019-07-10	72705	0	2019	2
22	214	2019-07-23	74507	994	2019	2
22	214	2019-06-08	80180	0	2019	2
22	214	2019-07-10	80517	0	2019	2
22	214	2019-07-25	82288	46394	2019	2
22	214	2019-07-04	87823	0	2019	2
22	214	2019-07-08	93377	0	2019	2
22	214	2019-07-08	109564	0	2019	2
22	214	2020-09-15	122361	4757	2019	2
22	214	2019-07-13	124456	0	2019	2
22	214	2019-07-08	129007	0	2019	2
22	214	2019-07-11	130185	0	2019	2
22	214	2019-07-13	131134	0	2019	2
22	214	2019-07-25	131928	16667	2019	2
22	214	2019-08-19	149300	860046	2019	2
22	214	2019-07-04	150687	0	2019	2
22	214	2020-04-30	156711	2217560	2019	2
22	214	2019-10-02	166018	0	2019	2
22	214	2019-07-11	166758	0	2019	2
22	214	2019-07-25	168726	26662	2019	2
22	214	2019-07-11	172273	0	2019	2
22	214	2019-07-03	172449	0	2019	2
22	214	2019-07-09	174970	0	2019	2
22	214	2019-08-02	188776	0	2019	2
22	214	2019-07-18	189657	0	2019	2
22	214	2019-10-20	14109	17579	2019	2
22	214	2019-07-25	17485	500169	2019	2
22	214	2019-07-10	17981	4357	2019	2
22	214	2019-07-11	21192	293694	2019	2
22	214	2019-07-13	36334	0	2019	2
22	214	2019-07-03	40518	0	2019	2
22	214	2019-07-10	47608	0	2019	2
22	214	2019-07-24	50666	0	2019	2
22	214	2019-07-25	66285	0	2019	2
22	214	2019-08-29	66328	1514613	2019	2
22	214	2019-07-18	73540	0	2019	2
22	214	2019-09-08	74589	185560	2019	2
22	214	2019-07-09	77111	0	2019	2
22	214	2019-07-09	81330	0	2019	2
22	214	2019-07-22	84481	8333	2019	2
22	214	2019-09-18	86634	33575	2019	2
22	214	2019-07-25	89463	353627	2019	2
22	214	2019-07-25	93045	1691356	2019	2
22	214	2019-07-26	102670	63466	2019	2
22	214	2019-12-04	113306	0	2019	2
22	214	2019-07-16	115467	0	2019	2
22	214	2019-07-11	123649	0	2019	2
22	214	2019-07-25	127830	0	2019	2
22	214	2019-07-24	129043	2172333	2019	2
22	214	2019-07-24	136532	196831	2019	2
22	214	2019-07-21	137999	929054	2019	2
22	214	2019-07-03	138727	0	2019	2
22	214	2019-07-02	142691	0	2019	2
22	214	2019-08-12	149152	201519	2019	2
22	214	2019-07-25	155957	2250	2019	2
22	214	2020-11-02	156886	0	2019	2
22	214	2019-07-04	165648	0	2019	2
22	214	2019-07-11	171933	0	2019	2
22	214	2019-07-18	175272	40682	2019	2
22	214	2019-07-25	175806	0	2019	2
22	214	2020-10-18	181230	206973	2019	2
22	214	2019-07-10	193998	61570	2019	2
22	214	2019-07-24	6669	203484	2019	2
22	214	2019-07-10	28082	0	2019	2
22	214	2019-07-23	28136	600843	2019	2
22	214	2019-07-02	36583	13484	2019	2
22	214	2019-07-02	36602	0	2019	2
22	214	2019-07-23	44681	423	2019	2
22	214	2019-07-25	52643	476983	2019	2
22	214	2019-07-23	56479	8904	2019	2
22	214	2019-07-11	66784	0	2019	2
22	214	2019-07-15	67316	0	2019	2
22	214	2019-07-22	72533	30654	2019	2
22	214	2019-07-02	78896	0	2019	2
22	214	2019-07-19	80356	0	2019	2
22	214	2019-07-24	93932	798783	2019	2
22	214	2019-07-25	105396	36514886	2019	2
22	214	2019-10-18	114574	2032717	2019	2
22	214	2019-10-11	123227	5739694	2019	2
22	214	2019-07-23	129393	45206	2019	2
22	214	2019-07-15	130727	0	2019	2
22	214	2019-07-13	132603	0	2019	2
22	214	2019-07-23	137599	428900	2019	2
22	214	2019-07-04	141625	0	2019	2
22	214	2019-07-22	164499	0	2019	2
22	214	2019-07-10	170947	0	2019	2
22	214	2019-07-25	177761	0	2019	2
22	214	2019-07-24	2203	0	2019	2
22	214	2019-07-24	9507	0	2019	2
22	214	2019-07-15	12663	0	2019	2
22	214	2019-07-19	20544	0	2019	2
22	214	2019-07-22	22831	537411	2019	2
22	214	2019-07-23	26045	0	2019	2
22	214	2019-07-25	36846	0	2019	2
22	214	2019-07-23	45088	680200	2019	2
22	214	2019-07-23	51124	3049	2019	2
22	214	2019-07-10	53881	5000	2019	2
22	214	2019-07-03	70452	0	2019	2
22	214	2019-07-24	91746	0	2019	2
22	214	2019-07-17	92031	0	2019	2
22	214	2019-07-18	96902	121545	2019	2
22	214	2019-07-26	98737	19473	2019	2
22	214	2019-10-30	100761	268054	2019	2
22	214	2019-07-17	103485	4898203	2019	2
22	214	2019-07-25	104674	0	2019	2
22	214	2019-07-09	119640	0	2019	2
22	214	2019-07-03	122113	6250	2019	2
22	214	2019-07-04	128545	0	2019	2
22	214	2019-07-20	131698	21578	2019	2
22	214	2019-07-07	133038	0	2019	2
22	214	2020-03-16	133399	8602	2019	2
22	214	2019-07-25	137146	0	2019	2
22	214	2019-07-25	142840	85512	2019	2
22	214	2019-07-14	144719	0	2019	2
22	214	2019-07-19	150505	41552	2019	2
22	214	2019-07-26	151279	33689	2019	2
22	214	2019-07-19	151485	223108	2019	2
22	214	2019-07-21	157054	0	2019	2
22	214	2019-07-02	159732	0	2019	2
22	214	2019-07-11	177933	0	2019	2
22	214	2019-07-25	187473	0	2019	2
22	214	2019-07-16	194572	17115	2019	2
22	214	2019-07-01	17232	0	2019	2
22	214	2019-07-24	19523	229785	2019	2
22	214	2019-07-18	22202	0	2019	2
22	214	2020-08-27	23824	17286	2019	2
22	214	2019-07-05	53137	0	2019	2
22	214	2019-07-24	65070	404888	2019	2
22	214	2019-07-01	74164	0	2019	2
22	214	2019-08-02	75442	997448	2019	2
22	214	2019-07-25	77046	297427	2019	2
22	214	2019-10-30	78719	2862495	2019	2
22	214	2019-07-05	87604	0	2019	2
22	214	2019-07-03	98192	0	2019	2
22	214	2019-07-25	98299	0	2019	2
22	214	2019-07-30	101631	38204	2019	2
22	214	2019-07-25	105795	21067	2019	2
22	214	2019-07-19	113563	0	2019	2
22	214	2019-07-05	121927	0	2019	2
22	214	2019-08-12	124485	233163	2019	2
22	214	2019-08-13	126718	0	2019	2
22	214	2019-07-25	129314	46554	2019	2
22	214	2019-07-11	135728	155717	2019	2
22	231	2019-07-09	136988	0	2019	2
22	214	2019-07-16	142227	95000	2019	2
22	214	2019-07-25	143051	0	2019	2
22	214	2019-07-05	147642	0	2019	2
22	214	2019-07-03	154103	0	2019	2
22	214	2019-07-24	155765	0	2019	2
22	214	2019-07-25	163246	42354	2019	2
22	214	2019-11-18	165739	1734327	2019	2
22	214	2019-12-20	169882	2257004	2019	2
22	214	2019-07-15	172382	0	2019	2
22	214	2019-07-23	187458	0	2019	2
22	214	2019-07-09	195365	0	2019	2
22	214	2019-07-16	197308	0	2019	2
22	214	2019-07-16	4560	13599	2019	2
22	214	2019-07-01	8381	0	2019	2
22	214	2019-07-24	8562	0	2019	2
22	214	2019-07-17	33220	0	2019	2
22	214	2019-07-11	39073	0	2019	2
22	214	2019-11-25	47296	2892	2019	2
22	214	2019-08-22	49788	102945	2019	2
22	213	2019-07-25	51610	0	2019	2
22	214	2019-07-24	53671	0	2019	2
22	214	2019-07-20	54071	0	2019	2
22	214	2019-07-25	56074	3000394	2019	2
22	214	2019-07-23	56171	0	2019	2
22	214	2019-07-17	58399	0	2019	2
22	214	2019-07-13	62947	0	2019	2
22	214	2019-07-01	65260	0	2019	2
22	214	2019-07-25	72165	0	2019	2
22	214	2019-07-11	74463	0	2019	2
22	214	2019-07-24	74791	249811	2019	2
22	214	2019-07-04	77298	0	2019	2
22	214	2019-07-23	78938	75065	2019	2
22	214	2019-07-02	79328	0	2019	2
22	214	2019-07-25	83864	546350	2019	2
22	214	2020-12-18	89663	3010446	2019	2
22	214	2019-09-18	99139	2899806	2019	2
22	213	2020-05-25	105252	1190252818	2019	2
22	214	2019-07-24	111333	9989507	2019	2
22	214	2019-07-25	114362	20860	2019	2
22	214	2019-07-24	120515	58010	2019	2
22	214	2019-10-25	137834	360759	2019	2
22	214	2019-08-13	149719	208787	2019	2
22	214	2019-08-02	167820	7019	2019	2
22	214	2019-07-24	174131	2049829	2019	2
22	214	2019-07-04	190847	0	2019	2
22	214	2019-07-11	193969	0	2019	2
22	231	2019-07-19	196300	0	2019	2
22	214	2019-07-18	2245	241780	2019	2
22	214	2019-07-15	4143	5839	2019	2
22	214	2019-07-11	9119	0	2019	2
22	214	2019-07-15	24821	0	2019	2
22	214	2019-07-15	39043	0	2019	2
22	214	2019-07-23	42798	22078	2019	2
22	214	2019-07-23	43202	29280	2019	2
22	214	2019-07-23	51716	0	2019	2
22	214	2019-08-12	52529	3558509	2019	2
22	214	2019-07-25	54443	0	2019	2
22	214	2019-07-22	63671	3125	2019	2
22	214	2019-07-25	64459	533505	2019	2
22	214	2019-07-09	65896	0	2019	2
22	214	2019-07-17	67797	1611215	2019	2
22	214	2019-07-15	72186	0	2019	2
22	214	2019-07-06	78704	0	2019	2
22	214	2019-07-25	83763	2031666	2019	2
22	214	2019-07-15	92309	413695	2019	2
22	214	2019-07-09	96615	0	2019	2
22	214	2019-07-02	118915	0	2019	2
22	214	2019-07-19	119946	0	2019	2
22	214	2019-08-22	124334	31784474	2019	2
22	214	2019-07-01	133998	0	2019	2
22	214	2019-07-22	148366	633236	2019	2
22	214	2019-07-05	152268	0	2019	2
22	214	2019-07-13	164369	0	2019	2
22	214	2019-07-24	183918	11164	2019	2
22	214	2019-07-04	185878	0	2019	2
22	214	2019-07-22	193067	0	2019	2
22	214	2019-07-22	26089	62809	2019	2
22	214	2019-07-12	39623	0	2019	2
22	214	2019-07-12	48419	82962	2019	2
22	214	2019-07-08	50436	0	2019	2
22	214	2019-09-25	53847	1604883	2019	2
22	214	2019-07-23	62330	0	2019	2
22	214	2019-07-25	66823	70192	2019	2
22	214	2019-07-22	76806	431167	2019	2
22	214	2019-07-17	80931	0	2019	2
22	214	2019-08-20	83711	8208	2019	2
22	214	2019-07-25	88346	0	2019	2
22	214	2019-07-24	94870	148751	2019	2
22	214	2019-07-15	104085	0	2019	2
22	214	2019-07-05	104527	0	2019	2
22	214	2019-07-19	118763	0	2019	2
22	214	2019-07-25	120584	29756	2019	2
22	214	2019-07-19	124458	3097737	2019	2
22	214	2019-07-10	124579	265332	2019	2
22	214	2019-07-22	126434	32562	2019	2
22	214	2019-07-02	129706	0	2019	2
22	214	2019-07-05	138707	0	2019	2
22	214	2019-07-29	166996	108809	2019	2
22	214	2019-07-24	170641	1480362	2019	2
22	214	2019-07-04	170765	0	2019	2
22	214	2019-07-11	172149	0	2019	2
22	214	2019-07-16	179360	0	2019	2
22	214	2019-07-25	181726	14698	2019	2
22	214	2019-07-10	195400	0	2019	2
22	214	2019-07-10	4739	117130	2019	2
22	214	2019-10-16	7900	0	2019	2
22	214	2019-07-25	26329	76656	2019	2
22	214	2019-07-19	30717	0	2019	2
22	214	2019-07-05	31590	0	2019	2
22	214	2019-09-07	32984	0	2019	2
22	214	2019-07-20	34052	6092	2019	2
22	214	2019-07-22	35749	0	2019	2
22	214	2019-11-01	36654	752335	2019	2
22	214	2019-07-25	43717	1650782	2019	2
22	214	2019-07-24	45403	74802	2019	2
22	214	2019-07-23	61553	0	2019	2
22	214	2019-07-22	73695	0	2019	2
22	214	2019-07-24	76741	0	2019	2
22	214	2019-09-10	78813	93368	2019	2
22	214	2019-07-05	87568	0	2019	2
22	214	2019-08-26	92666	83054	2019	2
22	214	2020-06-16	97869	555695	2019	2
22	214	2019-09-16	100418	0	2019	2
22	214	2019-07-19	103189	39135	2019	2
22	214	2019-07-10	104010	0	2019	2
22	214	2019-07-23	117440	36553	2019	2
22	214	2019-07-26	117708	396032	2019	2
22	214	2019-08-25	121265	383893	2019	2
22	214	2019-07-22	128486	0	2019	2
22	214	2019-07-04	129093	0	2019	2
22	214	2019-07-01	133263	0	2019	2
22	214	2019-07-25	135345	8110379	2019	2
22	214	2019-07-10	138435	0	2019	2
22	214	2019-07-05	140332	0	2019	2
22	214	2019-07-17	141477	15080	2019	2
22	214	2019-07-16	147918	0	2019	2
22	214	2019-07-24	150142	0	2019	2
22	214	2019-07-09	157930	0	2019	2
22	214	2019-07-25	161232	286700	2019	2
22	214	2019-07-09	161459	0	2019	2
22	214	2019-07-19	173359	389003	2019	2
22	214	2019-10-28	177944	6133893	2019	2
22	214	2019-10-28	183475	901608	2019	2
22	214	2019-06-25	184676	0	2019	2
22	214	2020-07-16	185877	0	2019	2
22	214	2019-07-23	189615	0	2019	2
22	214	2019-07-22	194143	63791	2019	2
22	214	2019-09-25	196748	0	2019	2
22	214	2019-07-12	197618	0	2019	2
22	214	2019-10-23	17969	8750058	2019	2
22	214	2019-07-16	28585	0	2019	2
22	214	2019-07-01	34152	0	2019	2
22	214	2019-07-11	40455	0	2019	2
22	214	2019-07-25	44479	11333678	2019	2
22	214	2019-07-22	45521	0	2019	2
22	214	2019-07-25	62692	0	2019	2
22	214	2019-07-18	70722	63963	2019	2
22	214	2019-07-09	74067	0	2019	2
22	214	2019-07-29	75012	438773	2019	2
22	214	2019-11-30	76836	99873	2019	2
22	214	2019-07-24	82198	3953718	2019	2
22	214	2019-07-01	91629	0	2019	2
22	214	2019-07-10	95301	0	2019	2
22	214	2019-07-24	107926	29581	2019	2
22	214	2019-07-25	110975	524530	2019	2
22	214	2019-07-24	112520	866	2019	2
22	214	2019-07-02	112844	0	2019	2
22	214	2019-07-22	124073	0	2019	2
22	214	2019-07-16	126104	0	2019	2
22	214	2019-12-11	140296	1972298	2019	2
22	214	2019-07-27	164527	106985	2019	2
22	214	2019-07-22	170322	105532	2019	2
22	214	2019-07-05	180528	0	2019	2
22	214	2019-07-30	180617	0	2019	2
22	214	2019-07-19	186273	122637	2019	2
22	214	2020-04-04	188334	5416185	2019	2
22	214	2019-07-23	1064	0	2019	2
22	214	2019-07-05	8709	0	2019	2
22	214	2019-08-05	21728	0	2019	2
22	214	2019-07-25	30648	10557	2019	2
22	214	2019-07-15	49542	0	2019	2
22	214	2019-07-22	59351	0	2019	2
22	214	2019-12-16	75361	5224112	2019	2
22	214	2019-07-09	77023	0	2019	2
22	214	2019-07-09	77483	0	2019	2
22	214	2019-07-23	87024	0	2019	2
22	214	2019-07-25	97030	353677	2019	2
22	214	2019-07-24	109665	575138	2019	2
22	214	2020-03-25	119713	638	2019	2
22	214	2019-07-24	140553	0	2019	2
22	214	2019-07-01	147423	0	2019	2
22	214	2019-07-22	149366	11602	2019	2
22	214	2019-07-24	162746	19494	2019	2
22	214	2019-07-04	164747	0	2019	2
22	214	2019-07-04	165908	0	2019	2
22	214	2019-07-02	165971	0	2019	2
