date_creation,fid,s109_5,s120_3,s3_5,year,quarter
2019-07-23,73671,0,2631953,0,2019,1
2019-04-13,76457,0,0,0,2019,1
2019-05-17,79221,0,204484,0,2019,1
2020-03-19,83628,0,9204915,0,2019,1
2019-04-24,87565,0,8246235,0,2019,1
2019-07-17,89136,0,9401148,0,2019,1
2019-04-23,91271,0,44460,0,2019,1
2019-04-25,96485,0,267942,0,2019,1
2019-04-23,98655,0,591837,0,2019,1
2019-05-14,103162,0,365793,0,2019,1
2019-04-16,105702,0,68651,0,2019,1
2019-04-25,107011,0,18829,0,2019,1
2019-04-11,111292,0,0,0,2019,1
2019-08-26,115774,0,3650850,0,2019,1
2019-04-03,121191,0,0,0,2019,1
2019-04-24,123001,0,561778,0,2019,1
2019-04-23,123043,0,0,0,2019,1
2019-04-24,123054,0,16075633,0,2019,1
2019-04-08,127510,0,0,0,2019,1
2019-04-22,132696,0,89308,0,2019,1
2019-04-26,139816,0,264955,0,2019,1
2019-10-08,141325,0,18030651,0,2019,1
2019-04-25,141470,0,453170,0,2019,1
2019-04-10,143566,0,0,0,2019,1
2019-04-15,146666,0,198074,0,2019,1
2019-04-25,158737,0,343804,0,2019,1
2019-04-23,160274,0,0,0,2019,1
2019-04-12,165754,0,0,0,2019,1
2019-04-11,175869,0,22726,0,2019,1
2019-04-25,179346,0,1469865,0,2019,1
2019-04-20,180076,0,0,0,2019,1
2019-04-12,183313,0,0,0,2019,1
2019-04-22,191231,0,3219824,0,2019,1
2019-04-23,192993,0,29556,0,2019,1
2019-04-24,198240,0,1480111,0,2019,1
2019-04-25,199467,0,0,0,2019,1
2019-06-30,757,0,378688,0,2019,1
2019-04-16,24551,0,0,0,2019,1
2019-04-05,35083,0,0,0,2019,1
2019-04-24,42047,0,2526999,0,2019,1
2019-04-24,44356,0,3524062,0,2019,1
2019-04-15,51729,0,0,0,2019,1
2019-04-15,54165,0,819256,0,2019,1
2019-04-09,58424,0,0,0,2019,1
2019-04-25,59025,0,349985,0,2019,1
2019-04-25,68043,0,10776034,0,2019,1
2019-04-25,69881,0,0,0,2019,1
2019-04-12,77521,0,0,0,2019,1
2019-04-05,77988,0,0,0,2019,1
2019-04-19,80835,0,0,0,2019,1
2019-04-18,87151,0,0,0,2019,1
2019-04-10,87323,0,0,0,2019,1
2019-04-25,90697,0,5588036,0,2019,1
2019-04-25,93671,0,0,0,2019,1
2019-06-24,98061,0,355075,0,2019,1
2019-04-14,98987,0,0,0,2019,1
2019-04-24,99174,0,2320373,0,2019,1
2019-06-03,101558,0,666992,0,2019,1
2019-05-21,104498,0,0,0,2019,1
2019-04-22,105133,0,78393,0,2019,1
2019-04-12,105238,0,0,0,2019,1
2019-04-24,108679,0,965121,0,2019,1
2019-04-11,109471,0,0,0,2019,1
2019-04-18,113281,0,1209952,0,2019,1
2019-04-21,113950,0,15910,0,2019,1
2019-04-12,121854,0,0,0,2019,1
2019-04-03,121954,0,0,0,2019,1
2019-04-03,125192,0,0,0,2019,1
2019-04-24,127218,0,629783,0,2019,1
2019-04-24,127524,0,698159,0,2019,1
2019-06-05,135647,0,0,0,2019,1
2019-04-02,137963,0,0,0,2019,1
2019-04-23,138559,0,0,0,2019,1
2021-06-08,139319,0,688376,0,2019,1
2019-06-25,140461,0,16040179,0,2019,1
2019-06-20,141843,0,276863,0,2019,1
2019-04-24,145244,0,0,0,2019,1
2019-06-11,148280,0,30077,0,2019,1
2019-04-02,155684,0,0,0,2019,1
2019-11-11,160244,0,3806838,0,2019,1
2019-04-25,165448,0,0,0,2019,1
2019-04-25,167172,0,92416,0,2019,1
2020-05-06,169094,0,740659,0,2019,1
2019-06-04,170353,0,5134378,0,2019,1
2020-10-16,173051,0,0,0,2019,1
2019-04-22,178208,0,0,0,2019,1
2019-04-08,179360,0,0,0,2019,1
2019-04-25,181156,0,117161,0,2019,1
2019-04-22,181937,0,0,0,2019,1
2019-04-22,182594,0,26829,0,2019,1
2019-10-25,185822,0,9145504,0,2019,1
2019-04-08,189483,0,0,0,2019,1
2019-04-24,195697,0,1994603,0,2019,1
2019-04-12,196462,0,0,0,2019,1
2019-08-06,3328,0,674697,0,2019,1
2019-04-24,5128,0,87430,0,2019,1
2019-04-23,6743,0,0,0,2019,1
2019-04-25,11152,0,0,0,2019,1
2019-04-18,14417,0,582703,0,2019,1
2019-09-27,19500,0,16474,0,2019,1
2019-04-22,23480,0,5645009,0,2019,1
2019-04-17,32398,0,2545309,0,2019,1
2019-06-10,35242,0,2625427,0,2019,1
2019-04-03,40449,0,0,0,2019,1
2019-04-02,41442,0,0,0,2019,1
2019-04-20,43590,0,0,0,2019,1
2019-04-25,44463,0,23670,0,2019,1
2019-04-17,47141,0,0,0,2019,1
2019-04-22,49890,0,42922,0,2019,1
2019-04-16,49999,0,0,0,2019,1
2019-04-04,51018,0,0,0,2019,1
2019-04-19,57880,0,0,0,2019,1
2019-10-22,57980,0,4126081,0,2019,1
2019-04-17,62419,0,0,0,2019,1
2020-03-24,65893,0,13530789,0,2019,1
2019-04-08,67628,0,0,0,2019,1
2019-04-23,68421,0,0,0,2019,1
2019-04-16,68564,0,66236,0,2019,1
2019-04-02,70906,0,0,0,2019,1
2019-06-24,74536,0,49792817,0,2019,1
2019-04-29,75435,0,185522,0,2019,1
2019-04-14,76527,0,0,0,2019,1
2019-04-05,76993,0,0,0,2019,1
2019-04-05,77111,0,0,0,2019,1
2019-04-16,88709,0,273409,0,2019,1
2019-04-25,88928,0,1346949,0,2019,1
2019-06-19,90853,0,724619,0,2019,1
2019-10-23,92235,0,349559,0,2019,1
2019-04-01,92243,0,0,0,2019,1
2019-12-02,99140,0,3788549,0,2019,1
2019-04-10,100275,0,0,0,2019,1
2019-04-24,103498,0,33481027,0,2019,1
2019-04-24,106727,0,4620425,0,2019,1
2019-04-17,107374,0,711479,0,2019,1
2019-04-22,111572,0,548200,0,2019,1
2019-04-25,112444,0,0,0,2019,1
2019-04-25,113036,0,5744,0,2019,1
2019-04-21,115379,0,147969,0,2019,1
2019-04-04,116327,0,0,0,2019,1
2019-04-12,121711,0,0,0,2019,1
2019-04-19,123862,0,25587857,0,2019,1
2019-04-08,125397,0,0,0,2019,1
2019-04-08,126104,0,0,0,2019,1
2019-04-08,128294,0,0,0,2019,1
2019-04-23,130350,0,703304,0,2019,1
2019-06-07,135881,0,23393,0,2019,1
2019-04-09,135932,0,0,0,2019,1
2019-04-25,136974,0,975275,0,2019,1
2019-04-24,137542,0,15433567,0,2019,1
2019-04-12,138381,0,0,0,2019,1
2019-04-24,139714,0,164521,0,2019,1
2019-04-19,144703,0,22487,0,2019,1
2019-04-24,152252,0,45471,0,2019,1
2019-04-25,157963,0,0,0,2019,1
2019-04-24,161400,0,98343,0,2019,1
2019-04-08,162372,0,0,0,2019,1
2020-12-04,170793,0,0,0,2019,1
2019-04-02,172379,0,74869,0,2019,1
2019-04-19,173306,0,0,0,2019,1
2019-04-06,173526,0,0,0,2019,1
2019-04-25,175701,0,0,0,2019,1
2019-06-13,178719,0,225552,0,2019,1
2019-04-24,182654,0,2749772,0,2019,1
2019-06-27,185668,0,0,0,2019,1
2019-04-18,190236,0,0,0,2019,1
2019-04-22,190237,0,2475,0,2019,1
2019-04-17,191848,0,205,0,2019,1
2019-04-11,193067,0,0,0,2019,1
2019-04-15,194456,0,13195,0,2019,1
2019-07-10,107154,0,32043621,0,2019,1
2019-04-22,113182,0,0,0,2019,1
2019-12-25,117043,0,1966456,0,2019,1
2020-01-27,117339,0,3287317,0,2019,1
2019-04-15,119356,0,0,0,2019,1
2019-04-23,119763,0,776375,0,2019,1
2020-02-08,124334,0,76563632,0,2019,1
2019-04-10,126026,0,0,0,2019,1
2019-08-07,132463,0,0,0,2019,1
2019-04-22,135162,0,0,0,2019,1
2019-07-15,135672,0,442475,0,2019,1
2019-04-05,139392,0,0,0,2019,1
2019-04-20,141311,0,0,0,2019,1
2019-04-17,144839,0,24633,0,2019,1
2020-04-22,147354,0,12519198,0,2019,1
2019-04-10,148151,0,0,0,2019,1
2019-04-25,149719,0,2337977,0,2019,1
2019-04-24,151943,0,0,0,2019,1
2019-04-10,153853,0,0,0,2019,1
2019-06-04,157797,0,20281,0,2019,1
2019-04-23,160328,0,36790,0,2019,1
2019-06-27,160440,0,0,0,2019,1
2019-04-12,161660,0,0,0,2019,1
2019-04-21,162872,0,0,0,2019,1
2019-04-12,163301,0,0,0,2019,1
2019-04-22,165329,0,4934,0,2019,1
2019-04-22,166287,0,1379715,0,2019,1
2019-04-12,166353,0,28528,0,2019,1
2019-04-23,171569,0,4020387,0,2019,1
2019-04-19,174115,0,0,0,2019,1
2020-01-14,178352,0,10379,0,2019,1
2019-04-25,182567,0,0,0,2019,1
2019-04-22,183735,0,0,0,2019,1
2019-04-22,192430,0,0,0,2019,1
2019-04-23,194291,0,0,0,2019,1
2019-04-25,10404,0,0,0,2019,1
2019-10-29,14433,0,1421960,0,2019,1
2019-04-25,19979,0,1088908,0,2019,1
2019-04-08,20544,0,10654,0,2019,1
2019-04-25,21095,0,283434,0,2019,1
2020-03-27,27569,0,1079104,0,2019,1
2019-04-25,30469,0,301160,0,2019,1
2019-10-16,30935,0,0,0,2019,1
2019-04-11,31957,0,2157,0,2019,1
2019-06-06,31999,0,535070,0,2019,1
2019-04-25,40482,0,288161,0,2019,1
2019-12-23,41420,0,1682051,0,2019,1
2019-04-22,43601,0,1811809,0,2019,1
2021-03-11,45374,0,4909340,0,2019,1
2019-04-23,53138,0,0,0,2019,1
2019-04-04,56394,0,0,0,2019,1
2019-04-05,58411,0,0,0,2019,1
2019-04-12,67256,0,0,0,2019,1
2019-04-10,68680,0,0,0,2019,1
2019-06-23,68964,0,983255,0,2019,1
2019-04-15,72534,0,0,0,2019,1
2019-10-15,73854,0,1605239,0,2019,1
2019-04-25,74374,0,0,0,2019,1
2019-04-19,74845,0,0,0,2019,1
2019-04-17,76830,0,0,0,2019,1
2019-04-24,78449,0,941243,0,2019,1
2019-04-18,93174,0,0,0,2019,1
2019-04-24,99020,0,5871598,0,2019,1
2019-04-19,100962,0,0,0,2019,1
2019-04-25,105200,0,909707,0,2019,1
2019-04-07,108111,0,0,0,2019,1
2019-04-25,110294,0,93855,0,2019,1
2019-04-24,110624,0,5850581,0,2019,1
2019-07-22,112584,0,2500,0,2019,1
2019-04-22,113988,0,243565,0,2019,1
2019-06-10,125203,0,7278723,0,2019,1
2019-12-12,128944,0,1738,0,2019,1
2021-06-30,132111,0,4487,0,2019,1
2019-09-06,132356,0,116448,0,2019,1
2019-04-16,133181,0,1027323,0,2019,1
2019-04-20,136896,0,0,0,2019,1
2019-04-25,141779,0,0,0,2019,1
2019-04-22,143105,0,0,0,2019,1
2019-04-24,143398,0,27163222,0,2019,1
2019-04-24,145578,0,1024306,0,2019,1
2019-08-16,148183,0,9944102,0,2019,1
2019-04-24,148965,0,837656,0,2019,1
2019-04-11,150739,0,0,0,2019,1
2019-04-24,151279,0,82560,0,2019,1
2019-04-22,156563,0,1618734,0,2019,1
2019-04-11,164840,0,0,0,2019,1
2019-04-12,165659,0,0,0,2019,1
2019-05-11,169368,0,0,0,2019,1
2020-01-23,171407,0,42661085,0,2019,1
2019-04-10,172392,0,0,0,2019,1
2019-04-04,172481,0,0,0,2019,1
2019-04-25,174798,0,17573920,0,2019,1
2019-04-12,177827,0,0,0,2019,1
2019-04-12,179261,0,0,0,2019,1
2019-04-18,180680,0,0,0,2019,1
2019-04-19,181643,0,133913,0,2019,1
2019-04-18,182302,0,68704,0,2019,1
2020-03-26,183467,0,504854,0,2019,1
2019-04-22,186885,0,27857,0,2019,1
2019-04-19,187548,0,253038,0,2019,1
2019-04-23,194143,0,22471,0,2019,1
2019-04-17,195191,0,0,0,2019,1
2019-04-25,195859,0,0,0,2019,1
2019-04-23,197294,0,4079813,0,2019,1
2019-04-03,484,0,0,0,2019,1
2019-04-21,4360,0,0,0,2019,1
2019-04-23,4936,0,145490,0,2019,1
2019-04-25,8966,0,627493,0,2019,1
2019-04-04,13081,0,0,0,2019,1
2019-04-25,21407,0,0,0,2019,1
2019-04-25,22054,0,2156375,0,2019,1
2019-04-25,23771,0,13634644,0,2019,1
2019-08-12,25052,0,708516,0,2019,1
2019-04-22,28407,0,79973,0,2019,1
2019-04-25,33871,0,83973,0,2019,1
2019-04-15,34172,0,148039,0,2019,1
2019-04-10,35035,0,0,0,2019,1
2019-04-17,42611,0,0,0,2019,1
2019-04-12,45227,0,0,0,2019,1
2019-07-03,47375,0,19179,0,2019,1
2019-04-01,58091,0,0,0,2019,1
2019-04-04,58227,0,0,0,2019,1
2019-04-24,65230,0,171259,0,2019,1
2019-04-23,65638,0,0,0,2019,1
2019-04-11,65652,0,0,0,2019,1
2019-04-20,66883,0,15717,0,2019,1
2019-04-23,68554,0,0,0,2019,1
2019-06-10,68578,0,2086571,0,2019,1
2019-10-15,80812,0,2654832,0,2019,1
2019-04-15,85942,0,0,0,2019,1
2019-04-19,94803,0,0,0,2019,1
2019-04-23,96476,0,2101,0,2019,1
2019-10-29,97472,0,0,0,2019,1
2019-04-04,103210,0,0,0,2019,1
2019-04-25,103609,0,0,0,2019,1
2019-06-04,104459,0,0,0,2019,1
2019-04-19,106448,0,204229,0,2019,1
2020-11-12,106574,0,0,0,2019,1
2019-04-12,106783,0,0,0,2019,1
2019-12-18,109637,0,2161680,0,2019,1
2019-04-22,125409,0,0,0,2019,1
2020-08-31,127962,0,3254378,0,2019,1
2019-04-16,131075,0,777394,0,2019,1
2019-07-20,131698,0,536598,0,2019,1
2019-04-17,137602,0,0,0,2019,1
2019-04-24,138893,0,0,0,2019,1
2019-04-05,139535,0,0,0,2019,1
2019-04-09,139661,0,0,0,2019,1
2019-05-27,141083,0,3656591,0,2019,1
2019-08-07,142054,0,0,0,2019,1
2019-04-24,142740,0,1677018,0,2019,1
2019-07-24,144503,0,6617229,0,2019,1
2019-04-12,145581,0,11835,0,2019,1
2019-04-23,153158,0,390492,0,2019,1
2019-07-17,159729,0,25861893,0,2019,1
2019-04-25,160271,0,325417,0,2019,1
2019-04-17,161766,0,0,0,2019,1
2021-04-29,164782,0,4987066,0,2019,1
2019-04-25,164941,0,16,0,2019,1
2019-04-04,167029,0,0,0,2019,1
2019-04-08,178494,0,1109091,0,2019,1
2019-04-11,178776,0,0,0,2019,1
2019-04-25,180055,0,125935,0,2019,1
2020-05-26,181273,0,9063064,0,2019,1
2019-06-26,184607,0,18413016,0,2019,1
2019-04-09,186853,0,0,0,2019,1
2019-04-25,187292,0,16235,0,2019,1
2019-04-25,187753,0,3490,0,2019,1
2019-04-25,188923,0,0,0,2019,1
2019-04-25,189695,0,165562,0,2019,1
2019-04-23,193117,0,2954641,0,2019,1
2019-04-25,188154,0,8372212,0,2019,1
2019-04-01,191664,0,0,0,2019,1
2019-04-29,199609,0,0,0,2019,1
2019-04-18,10860,0,0,0,2019,1
2019-04-25,16142,0,10679156,0,2019,1
2019-04-12,20972,0,0,0,2019,1
2019-04-04,21634,0,0,0,2019,1
2019-04-25,25307,0,203693,0,2019,1
2019-04-25,26829,0,1714769,0,2019,1
2020-02-28,31513,0,0,0,2019,1
2019-04-25,33503,0,2026085,0,2019,1
2019-04-25,34294,0,279570,0,2019,1
2019-04-23,37585,0,0,0,2019,1
2020-05-20,40776,0,36364749,0,2019,1
2019-04-23,43539,0,83962,0,2019,1
2019-04-25,44266,0,374585,0,2019,1
2019-04-25,48439,0,205140,0,2019,1
2019-04-04,49542,0,0,0,2019,1
2019-04-16,51284,0,484758,0,2019,1
2019-04-19,51292,0,0,0,2019,1
2019-04-12,52767,0,0,0,2019,1
2019-04-20,52875,0,762332,0,2019,1
2020-12-30,52990,0,63871435,0,2019,1
2019-04-23,55703,0,3119136,0,2019,1
2019-04-15,57101,0,0,0,2019,1
2020-03-04,57298,0,0,0,2019,1
2019-06-03,58404,0,0,0,2019,1
